accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,fold
0.5376384303766855,0.03416585767608615,0.5400021074260425,0.039260317780526736,0.5270990990990991,0.058069430524710385,0.5311098763984854,0.03350748821408839,0.5546043665286909,0.04008372618423509,41.0,6.164414002968976,33.8,6.11228271597445,35.2,4.445222154178574,39.2,4.166533331199932,"[1, 2, 3, 4, 5]"
