feature,cox_HR,cox_signif,mlp_importance
age_at_initial_pathologic_diagnosis,1.35555716884708,True,0.22612994350282486
SPDYC,1.33107927023385,True,0.14689265536723167
ALOX15B,0.674630573664699,True,0.06935028248587574
FABP7,0.585952736264931,True,0.042655367231638465
CYP4Z1,1.42813121596111,True,0.011581920903954834
